PMID,Title,Authors,Citation,First.Author,Journal.Book,Publication.Year,Create.Date,PMCID,NIHMS.ID,DOI,type,subset
27819384,7th Brazilian Guideline of Arterial Hypertension: Chapter 5 - Therapeutic Decision and Targets,"Malachias MVB, Andrea Araujo Brandão AA, Kaiser S, Moreira O Filho.",Arq Bras Cardiol. 2016 Sep;107(3 Suppl 3):25-29. doi: 10.5935/abc.20160155.,Malachias MVB,Arq Bras Cardiol,2016,11/8/16,PMC5319458,,10.5935/abc.20160155,pubmed_pmc,all
27793485,Guidance for the collection of case report form variables to assess safety in clinical trials of vaccines in pregnancy,"Jones CE, Munoz FM, Kochhar S, Vergnano S, Cutland CL, Steinhoff M, Black S, Heininger U, Bonhoeffer J, Heath PT.",Vaccine. 2016 Dec 1;34(49):6007-6014. doi: 10.1016/j.vaccine.2016.07.007. Epub 2016 Oct 25.,Jones CE,Vaccine,2016,10/30/16,PMC5139802,,10.1016/j.vaccine.2016.07.007,pubmed_pmc,all
27762250,Guidelines of the Indian Association of Cardiovascular and Thoracic Anaesthesiologists and Indian College of Cardiac Anaesthesia for perioperative transesophageal echocardiography fellowship examination,"Muralidhar K, Tempe D, Mehta Y, Kapoor PM, Mukherjee C, Koshy T, Tewari P, Shastri N, Misra S, Belani K.",Ann Card Anaesth. 2016 Oct;19(Supplement):S73-S78. doi: 10.4103/0971-9784.192626.,Muralidhar K,Ann Card Anaesth,2016,10/21/16,PMC5100245,,10.4103/0971-9784.192626,pubmed_pmc,all
27710981,Clinical Practice Guidelines on the Screening and Treatment of Precancerous Lesions for Cervical Cancer Prevention in Saudi Arabia,"Al-Mandeel HM, Sagr E, Sait K, Latifah HM, Al-Obaid A, Al-Badawi IA, Alkushi AO, Salem H, Massoudi NS, Schunemann H, Mustafa RA, Brignardello-Petersen R.",Ann Saudi Med. 2016 Sep-Oct;36(5):313-320. doi: 10.5144/0256-4947.2016.313.,Al-Mandeel HM,Ann Saudi Med,2016,10/7/16,PMC6074318,,10.5144/0256-4947.2016.313,pubmed_pmc,all
27681877,Community acquired respiratory virus infections in cancer patients-Guideline on diagnosis and management by the Infectious Diseases Working Party of the German Society for haematology and Medical Oncology,"von Lilienfeld-Toal M, Berger A, Christopeit M, Hentrich M, Heussel CP, Kalkreuth J, Klein M, Kochanek M, Penack O, Hauf E, Rieger C, Silling G, Vehreschild M, Weber T, Wolf HH, Lehners N, Schalk E, Mayer K.",Eur J Cancer. 2016 Nov;67:200-212. doi: 10.1016/j.ejca.2016.08.015. Epub 2016 Sep 25.,von Lilienfeld-Toal M,Eur J Cancer,2016,9/30/16,PMC7125955,,10.1016/j.ejca.2016.08.015,pubmed_pmc,all
27528719,Society of Surgical Oncology-American Society for Radiation Oncology-American Society of Clinical Oncology Consensus Guideline on Margins for Breast-Conserving Surgery With Whole-Breast Irradiation in Ductal Carcinoma In Situ,"Morrow M, Van Zee KJ, Solin LJ, Houssami N, Chavez-MacGregor M, Harris JR, Horton J, Hwang S, Johnson PL, Marinovich ML, Schnitt SJ, Wapnir I, Moran MS.",J Clin Oncol. 2016 Nov 20;34(33):4040-4046. doi: 10.1200/JCO.2016.68.3573. Epub 2016 Oct 31.,Morrow M,J Clin Oncol,2016,8/17/16,PMC5477830,,10.1200/JCO.2016.68.3573,pubmed_pmc,all
27495768,Use of Everolimus in Liver Transplantation: Recommendations From a Working Group,"De Simone P, Fagiuoli S, Cescon M, De Carlis L, Tisone G, Volpes R, Cillo U; Consensus Panel.",Transplantation. 2017 Feb;101(2):239-251. doi: 10.1097/TP.0000000000001438.,De Simone P,Transplantation,2017,8/7/16,PMC5265697,,10.1097/TP.0000000000001438,pubmed_pmc,all
27457513,"EULAR recommendations for women's health and the management of family planning, assisted reproduction, pregnancy and menopause in patients with systemic lupus erythematosus and/or antiphospholipid syndrome","Andreoli L, Bertsias GK, Agmon-Levin N, Brown S, Cervera R, Costedoat-Chalumeau N, Doria A, Fischer-Betz R, Forger F, Moraes-Fontes MF, Khamashta M, King J, Lojacono A, Marchiori F, Meroni PL, Mosca M, Motta M, Ostensen M, Pamfil C, Raio L, Schneider M, Svenungsson E, Tektonidou M, Yavuz S, Boumpas D, Tincani A.",Ann Rheum Dis. 2017 Mar;76(3):476-485. doi: 10.1136/annrheumdis-2016-209770. Epub 2016 Jul 25.,Andreoli L,Ann Rheum Dis,2017,7/27/16,PMC5446003,,10.1136/annrheumdis-2016-209770,pubmed_pmc,all
27351744,Guidelines for Accurate and Transparent Health Estimates Reporting: the GATHER statement,"Stevens GA, Alkema L, Black RE, Boerma JT, Collins GS, Ezzati M, Grove JT, Hogan DR, Hogan MC, Horton R, Lawn JE, Marušić A, Mathers CD, Murray CJ, Rudan I, Salomon JA, Simpson PJ, Vos T, Welch V; GATHER Working Group.",PLoS Med. 2016 Jun 28;13(6):e1002056. doi: 10.1371/journal.pmed.1002056. eCollection 2016 Jun.,Stevens GA,PLoS Med,2016,6/29/16,PMC4924581,,10.1371/journal.pmed.1002056,pubmed_pmc,all
27342689,Japanese gastric cancer treatment guidelines 2014 (ver. 4),Japanese Gastric Cancer Association.,Gastric Cancer. 2017 Jan;20(1):1-19. doi: 10.1007/s10120-016-0622-4. Epub 2016 Jun 24.,Japanese Gastric Cancer Association,Gastric Cancer,2017,6/26/16,PMC5215069,,10.1007/s10120-016-0622-4,pubmed_pmc,all
27317161,JAID/JSC Guidelines for the Treatment of Respiratory Infectious Diseases: The Japanese Association for Infectious Diseases/Japanese Society of Chemotherapy - The JAID/JSC Guide to Clinical Management of Infectious Disease/Guideline-preparing Committee Respiratory Infectious Disease WG,"Mikasa K, Aoki N, Aoki Y, Abe S, Iwata S, Ouchi K, Kasahara K, Kadota J, Kishida N, Kobayashi O, Sakata H, Seki M, Tsukada H, Tokue Y, Nakamura-Uchiyama F, Higa F, Maeda K, Yanagihara K, Yoshida K.",J Infect Chemother. 2016 Jul;22(7 Suppl):S1-S65. doi: 10.1016/j.jiac.2015.12.019. Epub 2016 Jun 15.,Mikasa K,J Infect Chemother,2016,6/19/16,PMC7128733,,10.1016/j.jiac.2015.12.019,pubmed_pmc,all
27184625,Metabolic Syndrome and Cardiovascular Disease after Hematopoietic Cell Transplantation: Screening and Preventive Practice Recommendations from the CIBMTR and EBMT,"DeFilipp Z, Duarte RF, Snowden JA, Majhail NS, Greenfield DM, Miranda JL, Arat M, Baker KS, Burns LJ, Duncan CN, Gilleece M, Hale GA, Hamadani M, Hamilton BK, Hogan WJ, Hsu JW, Inamoto Y, Kamble RT, Lupo-Stanghellini MT, Malone AK, McCarthy P, Mohty M, Norkin M, Paplham P, Ramanathan M, Richart JM, Salooja N, Schouten HC, Schoemans H, Seber A, Steinberg A, Wirk BM, Wood WA, Battiwalla M, Flowers MED, Savani BN, Shaw BE; CIBMTR Late Effects and Quality of Life Working Committee; EBMT Complications and Quality of Life Working Party.",Biol Blood Marrow Transplant. 2016 Aug;22(8):1493-1503. doi: 10.1016/j.bbmt.2016.05.007. Epub 2016 May 14.,DeFilipp Z,Biol Blood Marrow Transplant,2016,5/18/16,PMC4949101,NIHMS786105,10.1016/j.bbmt.2016.05.007,pubmed_pmc,all
26153218,EMQN best practice guidelines for the molecular genetic diagnosis of hereditary hemochromatosis (HH),"Porto G, Brissot P, Swinkels DW, Zoller H, Kamarainen O, Patton S, Alonso I, Morris M, Keeney S.",Eur J Hum Genet. 2016 Apr;24(4):479-95. doi: 10.1038/ejhg.2015.128. Epub 2015 Jul 8.,Porto G,Eur J Hum Genet,2016,7/9/15,PMC4929861,,10.1038/ejhg.2015.128,pubmed_pmc,all
26014425,The improvement of the best practice guidelines for preimplantation genetic diagnosis of cystic fibrosis: toward an international consensus,"Girardet A, Viart V, Plaza S, Daina G, De Rycke M, Des Georges M, Fiorentino F, Harton G, Ishmukhametova A, Navarro J, Raynal C, Renwick P, Saguet F, Schwarz M, SenGupta S, Tzetis M, Roux AF, Claustres M.",Eur J Hum Genet. 2016 Apr;24(4):469-78. doi: 10.1038/ejhg.2015.99. Epub 2015 May 27.,Girardet A,Eur J Hum Genet,2016,5/28/15,PMC4929885,,10.1038/ejhg.2015.99,pubmed_pmc,all
39832918,Chinese stroke association guidelines on reperfusion therapy for acute ischaemic stroke 2024,"Xiong Y, Li S, Wang C, Sun D, Li Z, Gu H, Jin A, Dong Q, Liu L, Miao Z, Wang Y; Chinese Stroke Association Guidelines Writing Group on Reperfusion Therapy for Acute Ischemic Stroke.",Stroke Vasc Neurol. 2025 Oct 27;10(5):527-541. doi: 10.1136/svn-2024-003977.,Xiong Y,Stroke Vasc Neurol,2025,1/20/25,PMC12573363,,10.1136/svn-2024-003977,pubmed_pmc,all
39762634,Joint EANM/EANO/RANO/SNMMI practice guideline/procedure standard for PET imaging of brain metastases: version 1.0,"Verger A, Tolboom N, Cicone F, Chang SM, Furtner J, Galldiks N, Gempt J, Guedj E, Huang RY, Johnson DR, Law I, Le Rhun E, Short SC, Bent MJVD, Weehaeghe DV, Vogelbaum MA, Wen PY, Albert NL, Preusser M.",Eur J Nucl Med Mol Imaging. 2025 Apr;52(5):1822-1839. doi: 10.1007/s00259-024-07038-5. Epub 2025 Jan 7.,Verger A,Eur J Nucl Med Mol Imaging,2025,1/6/25,PMC11928372,,10.1007/s00259-024-07038-5,pubmed_pmc,all
39739441,"The Chinese Society of Clinical Oncology (CSCO): Clinical guidelines for the diagnosis and treatment of colorectal cancer, 2024 update","Wang F, Chen G, Zhang Z, Yuan Y, Wang Y, Gao YH, Sheng W, Wang Z, Li X, Yuan X, Cai S, Ren L, Liu Y, Xu J, Zhang Y, Liang H, Wang X, Zhou A, Ying J, Li G, Cai M, Ji G, Li T, Wang J, Hu H, Nan K, Wang L, Zhang S, Li J, Xu RH.",Cancer Commun (Lond). 2025 Mar;45(3):332-379. doi: 10.1002/cac2.12639. Epub 2024 Dec 31.,Wang F,Cancer Commun (Lond),2025,12/31/24,PMC11947620,,10.1002/cac2.12639,pubmed_pmc,all
39713939,"The Alzheimer's Association clinical practice guideline for the diagnostic evaluation, testing, counseling, and disclosure of suspected Alzheimer's disease and related disorders (DETeCD-ADRD): Validated clinical assessment instruments","Atri A, Dickerson BC, Clevenger C, Karlawish J, Knopman D, Lin PJ, Norman M, Onyike C, Sano M, Scanland S, Carrillo M.",Alzheimers Dement. 2025 Jan;21(1):e14335. doi: 10.1002/alz.14335. Epub 2024 Dec 23.,Atri A,Alzheimers Dement,2025,12/23/24,PMC11772712,,10.1002/alz.14335,pubmed_pmc,all
39707289,"Best practices in the laboratory diagnosis, prognostication, prediction, and monitoring of Graves' disease: role of TRAbs","Kalra S, Selim S, Shrestha D, Somasundaram N, Raza SA, Baruah MP, Bhattacharya S, Gadve S, Bantwal G, Sahay R.",BMC Endocr Disord. 2024 Dec 21;24(1):274. doi: 10.1186/s12902-024-01809-9.,Kalra S,BMC Endocr Disord,2024,12/20/24,PMC11662723,,10.1186/s12902-024-01809-9,pubmed_pmc,all
39694887,"Soft tissue tumor imaging in adults: European Society of Musculoskeletal Radiology-Guidelines 2024: imaging immediately after neoadjuvant therapy in soft tissue sarcoma, soft tissue tumor surveillance, and the role of interventional radiology","Noebauer-Huhmann IM, Vilanova JC, Papakonstantinou O, Weber MA, Lalam RK, Nikodinovska VV, Sanal HT, Lecouvet FE, Navas A, Martel-Villagrán J, de Rooy JWJ, Fritz J, Verstraete K, Grieser T, Szomolanyi P, Chaudhary S, Sconfienza LM, Tagliafico AS, Afonso PD, Albtoush OM, Aringhieri G, Arkun R, Aström G, Bazzocchi A, Botchu R, Breitenseher M, Dalili D, Davies M, de Jonge MC, Mete BD, Gielen JLMA, Hide G, Isaac A, Ivanoski S, Mansour RM, Mccarthy C, Muntaner-Gimbernat L, O'Donnell P, Örgüç Ş, Rennie WJ, Resano S, Robinson P, Ter Horst SAJ, van Langevelde K, Wörtler K, Koelz M, Panotopoulos J, Windhager R, Fueger BJ, Schmid M, Vanhoenacker FM.",Eur Radiol. 2025 Jun;35(6):3324-3335. doi: 10.1007/s00330-024-11242-0. Epub 2024 Dec 18.,Noebauer-Huhmann IM,Eur Radiol,2025,12/18/24,PMC12081562,,10.1007/s00330-024-11242-0,pubmed_pmc,all
39638416,GOLD Science Committee recommendations for the use of pre- and post-bronchodilator spirometry for the diagnosis of COPD,"Singh D, Stockley R, Anzueto A, Agusti A, Bourbeau J, Celli BR, Criner GJ, Han MK, Martinez FJ, Montes de Oca M, Ozoh OB, Papi A, Pavord I, Roche N, Salvi S, Sin DD, Troosters T, Wedzicha J, Zheng J, Volgelmeier C, Halpin D.",Eur Respir J. 2025 Feb 6;65(2):2401603. doi: 10.1183/13993003.01603-2024. Print 2025 Feb.,Singh D,Eur Respir J,2025,12/5/24,PMC11799884,,10.1183/13993003.01603-2024,pubmed_pmc,all
39613363,[Prevention of infectious diseases. Update on PAPPS 2024 vaccines],"Javierre Miranda AP, Sánchez Hernández C, Martín Martín S, Aldaz Herce P, Gómez Marco JJ, Schwarz Chavarri G, García Iglesias C, Gutiérrez Pérez MI, Morató Agustí ML; Grupo de Prevención de Enfermedades Infecciosas del PAPPS.",Aten Primaria. 2024 Nov;56 Suppl 1(Suppl 1):103129. doi: 10.1016/j.aprim.2024.103129.,Javierre Miranda AP,Aten Primaria,2024,11/29/24,PMC11705618,,10.1016/j.aprim.2024.103129,pubmed_pmc,all
39613360,[Preventive activities in women: PAPPS 2024 update],"López García-Franco A, Alonso-Coello P, Pereira Iglesias A, González Fernádez C, Romero Pineda E, Landa Goñi J; Grupo de la Mujer del PAPPS.",Aten Primaria. 2024 Nov;56 Suppl 1(Suppl 1):103131. doi: 10.1016/j.aprim.2024.103131.,López García-Franco A,Aten Primaria,2024,11/29/24,PMC11705580,,10.1016/j.aprim.2024.103131,pubmed_pmc,all
39574416,Diabetic Foot Ulcer Beyond Wound Closure: Clinical Practice Guideline,"Wendland DM, Altenburger EA, Swen SB, Haan JD.",Phys Ther. 2025 Jan 8;105(1):pzae171. doi: 10.1093/ptj/pzae171.,Wendland DM,Phys Ther,2025,11/22/24,PMC11962593,,10.1093/ptj/pzae171,pubmed_pmc,all
39569762,FIGO good practice recommendations to standardize the assessment of outcomes following vesicovaginal fistula surgery,"Browning A, Trautvetter L, Slinger G, Akhter S, Ayenachew F, Chapa J, Demrew Y, Mabeya H, Majinge P, Pathirana V, Raassen T.",Int J Gynaecol Obstet. 2025 Feb;168(2):497-501. doi: 10.1002/ijgo.16017. Epub 2024 Nov 21.,Browning A,Int J Gynaecol Obstet,2025,11/21/24,PMC11726128,,10.1002/ijgo.16017,pubmed_pmc,all
39556361,Treatment of Invasive Pulmonary Aspergillosis and Preventive and Empirical Therapy for Invasive Candidiasis in Adult Pulmonary and Critical Care Patients: An Official American Thoracic Society Clinical Practice Guideline,"Epelbaum O, Marinelli T, Haydour Q, Pennington KM, Evans SE, Carmona EM, Husain S, Knox KS, Jarrett BJ, Azoulay E, Hope WW, Meyer-Zilla A, Murad MH, Limper AH, Hage CA.",Am J Respir Crit Care Med. 2025 Jan;211(1):34-53. doi: 10.1164/rccm.202410-2045ST.,Epelbaum O,Am J Respir Crit Care Med,2025,11/18/24,PMC11755356,,10.1164/rccm.202410-2045ST,pubmed_pmc,all
39532476,Management of opioid use disorder: 2024 update to the national clinical practice guideline,"Yakovenko I, Mukaneza Y, Germé K, Belliveau J, Fraleigh R, Bach P, Poulin G, Selby P, Goyer MÈ, Brothers TD, Rehm J, Hodgins DC, Stewart SH, Wood E, Bruneau J; Canadian Research Initiative in Substance Matters guideline development team.",CMAJ. 2024 Nov 11;196(38):E1280-E1290. doi: 10.1503/cmaj.241173.,Yakovenko I,CMAJ,2024,11/12/24,PMC11573384,,10.1503/cmaj.241173,pubmed_pmc,all
39531626,Interventional Strategies for Children with Progressive Pulmonary Hypertension Despite Optimal Therapy: An Official American Thoracic Society Clinical Practice Guideline,"Hayes D Jr, Jennerich AL, Coleman RD, Abston E, Adamson GT, Berger JT, Cohen SP, Cooper DS, Eghtesady P, Fynn-Thompson F, Grady RM, Hon SM, Hoopes CW, Jewell T, Lewthwaite H, Liu MF, McGiffin DC, Mullen MP, Qureshi AM, Morales DLS.",Am J Respir Crit Care Med. 2025 Feb;211(2):157-173. doi: 10.1164/rccm.202410-1901ST.,Hayes D Jr,Am J Respir Crit Care Med,2025,11/12/24,PMC11812548,,10.1164/rccm.202410-1901ST,pubmed_pmc,all
39503679,Brazilian Psychiatric Association guidelines for the treatment of social anxiety disorder,"Baldaçara L, Almeida TM, Dos Santos DC, Paschoal AB, Pinto AF, Gaiotto LAV, Veiga DL, Loureiro FF, Malloy-Diniz LF, de Oliveira RL, Cordeiro Q, Sanches M, Nardi AE, da Silva AG, Uchida RR.",Braz J Psychiatry. 2025;47:e20243878. doi: 10.47626/1516-4446-2024-3878. Epub 2024 Nov 17.,Baldaçara L,Braz J Psychiatry,2025,11/6/24,PMC12815308,,10.47626/1516-4446-2024-3878,pubmed_pmc,all
39487609,Working group summary of the 2023 full update of the Finnish national guidelines for paediatric lower respiratory tract infections,"Backman K, Helminen M, Kekäläinen E, Mikkola I, Nieminen T, Nuolivirta K, Peltola V, Seuri R, Walle SM, Ruuska-Loewald T.",Acta Paediatr. 2025 Feb;114(2):248-257. doi: 10.1111/apa.17481. Epub 2024 Nov 1.,Backman K,Acta Paediatr,2025,11/2/24,PMC11706761,,10.1111/apa.17481,pubmed_pmc,all
39476401,Mexican position paper for the diagnosis and treatment of cardiac amyloidosis,"Berrios-Bárcenas EA, Cigarroa-López JA, Cossio-Aranda JE, Vásquez-Ortiz ZY, Rodríguez-Díez G, Baeza-Herrera L, Cordero-Cabra J, Morales-Portano J, Alexanderson-Rosas E, Carvajal-Juárez I, Álvarez-Sangabriel A, Jordán-Ríos A, Ivey-Miranda JB, Escalante-Seyffert C, Grimaldo FA, Hernández-Reyes P, Laínez-Zelaya JS, Lara-Vargas JA, Meave-González A, Ibarra-Ibarra BR, Koretzky SG, Magaña-Serrano A.",Arch Cardiol Mex. 2024;94(Supl 3):1-33. doi: 10.24875/ACM.M24000097.,Berrios-Bárcenas EA,Arch Cardiol Mex,2024,10/30/24,PMC12169347,,10.24875/ACM.M24000097,pubmed_pmc,all
39451186,Guidelines of the Polish Society of Pediatric Endocrinology and Diabetology and Pediatric Section of Diabetes Poland on insulin therapy using hybrid closed-loop systems in children and adolescents with diabetes in Poland,"Szadkowska A, Chobot A, Głowińska-Olszewska B, Jarosz-Chobot P, Mianowska B, Myśliwiec M, Szypowska A, Zubkiewicz-Kucharska A, Walczak M.",Pediatr Endocrinol Diabetes Metab. 2024;30(3):132-147. doi: 10.5114/pedm.2024.144041.,Szadkowska A,Pediatr Endocrinol Diabetes Metab,2024,10/25/24,PMC11538916,,10.5114/pedm.2024.144041,pubmed_pmc,all
39437797,American Society of Hematology living guidelines on use of anticoagulation for thromboprophylaxis for patients with COVID-19: executive summary,"Siegal DM, Tseng EK, Schünemann HJ, Angchaisuksiri P, Cuker A, Dane K, DeSancho MT, Diuguid D, Griffin DO, Klok FA, Lee AI, Neumann I, Pai A, Righini M, Sanfilippo KM, Terrell DR, Akl EA, Al Jabiri R, Al Jabiri Y, Barbara AM, Bognanni A, Akl IB, Boulos M, Brignardello-Petersen R, Chan M, Charide R, Colunga-Lozano LE, Dearness K, Darzi AJ, Hussein H, Karam SG, Kolb P, Mansour R, Morgano GP, Morsi RZ, Muti-Schünemann G, Nadim MK, Noori A, Philip BA, Piggott T, Qiu Y, Benitez YR, Schünemann F, Stevens A, Solo K, Wiercioch W, Mustafa RA, Nieuwlaat R.",Blood Adv. 2025 Mar 25;9(6):1247-1260. doi: 10.1182/bloodadvances.2024014219.,Siegal DM,Blood Adv,2025,10/22/24,PMC11950770,,10.1182/bloodadvances.2024014219,pubmed_pmc,all
39415639,Current management of chronic kidney disease in type-2 diabetes-A tiered approach: An overview of the joint Association of British Clinical Diabetologists and UK Kidney Association (ABCD-UKKA) guidelines,"Dasgupta I, Zac-Varghese S, Chaudhry K, McCafferty K, Winocour P, Chowdhury TA, Bellary S, Goldet G, Wahba M, De P, Frankel AH, Montero RM, Lioudaki E, Banerjee D, Mallik R, Sharif A, Kanumilli N, Milne N, Patel DC, Dhatariya K, Bain SC, Karalliedde J.",Diabet Med. 2025 Feb;42(2):e15450. doi: 10.1111/dme.15450. Epub 2024 Oct 17.,Dasgupta I,Diabet Med,2025,10/17/24,PMC11733655,,10.1111/dme.15450,pubmed_pmc,all
39362204,ISPAD Position Statement on Type 1 Diabetes in Schools,"Goss PW, Bratina N, Calliari LE, Cardona-Hernandez R, Lange K, Lawrence SE, March CA, Forsander G.",Horm Res Paediatr. 2026;99(1):147-157. doi: 10.1159/000541802. Epub 2024 Oct 3.,Goss PW,Horm Res Paediatr,2026,10/3/24,PMC12795522,,10.1159/000541802,pubmed_pmc,all
39356323,"[Osteoporosis-Definition, risk assessment, diagnosis, prevention and treatment (update 2024) : Guidelines of the Austrian Society for Bone and Mineral Research]","Dimai HP, Muschitz C, Amrein K, Bauer R, Cejka D, Gasser RW, Gruber R, Haschka J, Hasenöhrl T, Kainberger F, Kerschan-Schindl K, Kocijan R, König J, Kroißenbrunner N, Kuchler U, Oberforcher C, Ott J, Pfeiler G, Pietschmann P, Puchwein P, Schmidt-Ilsinger A, Zwick RH, Fahrleitner-Pammer A.",Wien Klin Wochenschr. 2024 Oct;136(Suppl 16):599-668. doi: 10.1007/s00508-024-02441-2. Epub 2024 Oct 2.,Dimai HP,Wien Klin Wochenschr,2024,10/2/24,PMC11447007,,10.1007/s00508-024-02441-2,pubmed_pmc,all
39333023,Position statement on the management of pregnancy in sickle cell disease,"Yue M, Mason K, Rowlands S, Kaplan Z, Kennedy D, Kidson-Gerber G.",Aust N Z J Obstet Gynaecol. 2025 Apr;65(2):183-189. doi: 10.1111/ajo.13888. Epub 2024 Sep 27.,Yue M,Aust N Z J Obstet Gynaecol,2025,9/27/24,PMC12099178,,10.1111/ajo.13888,pubmed_pmc,all
39317417,"EULAR/PReS recommendations for the diagnosis and management of Still's disease, comprising systemic juvenile idiopathic arthritis and adult-onset Still's disease","Fautrel B, Mitrovic S, De Matteis A, Bindoli S, Antón J, Belot A, Bracaglia C, Constantin T, Dagna L, Di Bartolo A, Feist E, Foell D, Gattorno M, Georgin-Lavialle S, Giacomelli R, Grom AA, Jamilloux Y, Laskari K, Lazar C, Minoia F, Nigrovic PA, Oliveira Ramos F, Ozen S, Quartier P, Ruscitti P, Sag E, Savic S, Truchetet ME, Vastert SJ, Wilhelmer TC, Wouters C, Carmona L, De Benedetti F.",Ann Rheum Dis. 2024 Nov 14;83(12):1614-1627. doi: 10.1136/ard-2024-225851.,Fautrel B,Ann Rheum Dis,2024,9/24/24,PMC11672000,,10.1136/ard-2024-225851,pubmed_pmc,all
39302533,CVIT expert consensus document on primary percutaneous coronary intervention (PCI) for acute coronary syndromes (ACS) in 2024,"Ozaki Y, Tobe A, Onuma Y, Kobayashi Y, Amano T, Muramatsu T, Ishii H, Yamaji K, Kohsaka S, Ismail TF, Uemura S, Hikichi Y, Tsujita K, Ako J, Morino Y, Maekawa Y, Shinke T, Shite J, Igarashi Y, Nakagawa Y, Shiode N, Okamura A, Ogawa T, Shibata Y, Tsuji T, Hayashida K, Yajima J, Sugano T, Okura H, Okayama H, Kawaguchi K, Zen K, Takahashi S, Tamura T, Nakazato K, Yamaguchi J, Iida O, Ozaki R, Yoshimachi F, Ishihara M, Murohara T, Ueno T, Yokoi H, Nakamura M, Ikari Y, Serruys PW, Kozuma K; Task Force on Primary Percutaneous Coronary Intervention (PCI) of the Japanese Association of Cardiovascular Intervention, Therapeutics (CVIT).",Cardiovasc Interv Ther. 2024 Oct;39(4):335-375. doi: 10.1007/s12928-024-01036-y. Epub 2024 Sep 20.,Ozaki Y,Cardiovasc Interv Ther,2024,9/20/24,PMC11436458,,10.1007/s12928-024-01036-y,pubmed_pmc,all
39292116,Brazilian Guideline for Exercise Testing in Children and Adolescents - 2024,"Carvalho T, Freitas OGA, Chalela WA, Hossri CAC, Milani M, Buglia S, Falcão AMGM, Costa RVC, Ritt LEF, Pfeiffer MET, Silva OBE, Imada R, Pena JLB, Avanza Júnior AC, Sellera CAC.",Arq Bras Cardiol. 2024 Sep 16;121(8):e20240525. doi: 10.36660/abc.20240525.,Carvalho T,Arq Bras Cardiol,2024,9/18/24,PMC11495813,,10.36660/abc.20240525,pubmed_pmc,all
39286911,Direct Composite Restorations on Permanent Teeth in the Anterior and Posterior Region - An Evidence-Based Clinical Practice Guideline - Part 2: Recommendations for Composite Processing,"Sekundo C, Frese C, Frankenberger R, Haak R, Braun A, Krämer N, Krastl G, Schwendicke F, Kosan E, Langowski E, Wolff D.",J Adhes Dent. 2024 Sep 17;26:201-212. doi: 10.3290/j.jad.b5749192.,Sekundo C,J Adhes Dent,2024,9/17/24,PMC11748045,,10.3290/j.jad.b5749192,pubmed_pmc,all
39267402,"[Advances and guidance in the treatment of drug-resistant epilepsy: a review by the Andalusian Epilepsy Society of the new drugs cenobamate, fenfluramine and cannabidiol]","Arenas-Cabrera C, Cabezudo-García P, Calvo-Medina R, Galeano-Bilbao B, Martínez-Agredano P, Ruiz-Giménez J, Rodríguez-Uranga JJ, Quiroga-Subirana P.",Rev Neurol. 2024 Sep 16;79(6):161-173. doi: 10.33588/rn.7906.2024086.,Arenas-Cabrera C,Rev Neurol,2024,9/13/24,PMC11469102,,10.33588/rn.7906.2024086,pubmed_pmc,all
39238075,Chinese national clinical practice guideline on diagnosis and treatment of biliary tract cancers,"Wang X, Bai Y, Chai N, Li Y, Linghu E, Wang L, Liu Y; Society of Hepato-pancreato-biliary Surgery of Chinese Research Hospital Association, Society of Digestive Endoscopy of the Chinese Medical Association, Chinese Medical Journal Clinical Practice Guideline Collaborative.",Chin Med J (Engl). 2024 Oct 5;137(19):2272-2293. doi: 10.1097/CM9.0000000000003258. Epub 2024 Sep 4.,Wang X,Chin Med J (Engl),2024,9/5/24,PMC11441919,,10.1097/CM9.0000000000003258,pubmed_pmc,all
39230102,METABOLIC DYSFUNCTION-ASSOCIATED STEATOTIC LIVER DISEASE - ASSESSMENT OF PATIENTS WITH OBESITY AND METABOLIC SYNDROME - GUIDELINE FROM THE BRAZILIAN SOCIETY OF BARIATRIC AND METABOLIC SURGERY,"Halamy Pereira L, Barros F, Andrade TG, Oliveira Neto AA, Nogueira CAV, Valezi AC.",Arq Bras Cir Dig. 2024 Sep 2;37:e1821. doi: 10.1590/0102-6720202400028e1821. eCollection 2024.,Halamy Pereira L,Arq Bras Cir Dig,2024,9/4/24,PMC11368249,,10.1590/0102-6720202400028e1821,pubmed_pmc,all
39199658,Evolving and Improving the Sustainability of Molecular Tumor Boards: The Value and Challenges,"Bartels M, Chibaudel B, Dienstmann R, Lehtiö J, Piccolo A, Michielin O, O'Kane G, Pruneri G.",Cancers (Basel). 2024 Aug 20;16(16):2888. doi: 10.3390/cancers16162888.,Bartels M,Cancers (Basel),2024,8/29/24,PMC11353190,,10.3390/cancers16162888,pubmed_pmc,all
